Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
6912	-263.3274	-353.6861	90.35869	0.000255386	0.00325276	0.0163596	0.00164807	1.36322e-05	0.0386168	0.00441661	0.0250749	0.0150634	0.0146388	0.000975517	0.000830913	0.00259971	0.00548641	0.00977526	0.00519256	0.0010158	0.00701932	0.00929485	0.00122569	0.00859656	0.00292679	0.0105951	0.0021398	0.000677215	0.00227864	0.0061742	0.0103335	0.00455436	0.000934401	0.0217556	0.0386603	0.00317709	0.0157393	0.0434786	0.0018297	0.00375313	0.0300826	0.00751845	0.0476695	0.0159551	0.0302612	0.000905663	0.0178297	0.0324329	0.0174525	0.00349244	0.00418309	0.0442194	0.00895433	0.0168992	0.000993633	0.0248586	0.00840909	0.0134995	0.00330932	0.0237009	0.00667858	3.73863e-05	0.036199	0.012104	0.4428886	1.557111	0.105392	0.33375	0.710095	1.40826	2.99625	9.48835	1.626952	3.515808	0.000341422	0.00434857	0.0218709	0.00220329	1.82247e-05	0.0516263	0.00590451	0.0335223	0.020138	0.0195704	0.00130416	0.00111084	0.00347552	0.00733472	0.0130684	0.00694187	0.00135801	0.00938404	0.0124262	0.0016386	0.0114926	0.00391278	0.0141644	0.00286067	0.00090536	0.00304629	0.00825421	0.0138148	0.00608867	0.00124919	0.0290848	0.0516844	0.00424741	0.0210416	0.058126	0.00244611	0.0050175	0.0402171	0.0100513	0.0637287	0.0213301	0.0404557	0.00121077	0.0238364	0.0433591	0.023332	0.00466899	0.00559232	0.0591163	0.0119709	0.0225924	0.00132838	0.0332331	0.011242	0.0180473	0.00442419	0.0316855	0.0089285	4.99812e-05	0.048394	0.0161817	0.37294	0.62706	0.3729398	0.7480063
6948	-261.5263	-352.3048	90.77854	0.0113116	0.00443155	0.0170875	0.0187559	0.00234256	0.0530157	0.00147725	0.0053605	0.0143056	0.00754107	0.00499109	0.00489718	0.00172577	0.0202194	0.000594825	0.0368443	0.00549821	0.000954495	0.0112937	0.00314976	0.00208692	0.00571858	0.0021965	0.0119806	0.00252362	0.00649784	0.0129882	0.00851952	0.000484448	0.00253881	0.0228303	0.0174596	0.00166786	0.00673342	0.0494845	0.00689504	0.00405454	0.0532602	0.0139824	0.0271465	0.0397784	0.0414175	0.00159792	0.0144203	0.0772219	0.005575	0.00278589	0.0033867	0.0447852	0.00723189	0.0120389	0.00941205	0.0145185	0.00614026	0.0118617	0.0215525	0.0267478	0.00355318	0.00497007	0.047648	0.0159734	0.5144569	1.485543	0.155819	0.403868	0.753622	1.32692	2.47606	6.4177	1.344228	2.887595	0.0126039	0.00493785	0.0190397	0.0208987	0.0026102	0.0590728	0.00164602	0.00597294	0.01594	0.00840264	0.00556132	0.00545668	0.00192294	0.0225295	0.000662784	0.0410537	0.00612638	0.00106355	0.012584	0.00350962	0.00232535	0.00637193	0.00244745	0.0133494	0.00281194	0.00724022	0.0144721	0.00949287	0.000539797	0.00282887	0.0254386	0.0194544	0.00185842	0.00750271	0.0551381	0.0076828	0.00451778	0.0593452	0.0155799	0.0302479	0.0443231	0.0461495	0.00178049	0.0160679	0.0860445	0.00621194	0.00310418	0.00377363	0.0499019	0.00805813	0.0134144	0.0104874	0.0161773	0.00684179	0.0132169	0.0240149	0.0298037	0.00395913	0.0055379	0.0530918	0.0177984	0.154803	0.845197	0.1548028	0.8974646
6984	-268.6328	-359.2856	90.6528	0.011897	0.00849202	0.00576369	0.00443205	0.00221378	0.0105018	0.00786786	0.0251024	0.00368394	0.00708793	0.000731307	0.000375912	0.00576506	0.00546472	0.00416836	0.00341426	0.000635843	0.00305862	0.00764968	0.000591701	0.0197917	0.007795	0.0189272	0.00220719	0.00210425	0.000457875	0.00543267	0.00315716	0.00373076	0.0109703	0.0276457	0.0119408	0.00245859	0.00250107	0.000921988	0.0139306	0.0154128	0.00582777	0.0201906	0.000923477	0.018804	0.00037283	0.0301909	0.00929545	0.00315308	0.00998303	0.00131886	0.000288909	0.00205333	0.00444095	0.017152	0.00408916	0.0173963	0.00220838	0.00255343	0.00360532	0.00124925	0.006551	0.00252315	0.00558221	0.0468595	0.5033977	1.496602	0.103153	0.330273	0.707778	1.41287	3.0278	9.69433	1.64248	2.973002	0.0245351	0.017513	0.0118864	0.0091402	0.00456547	0.0216578	0.0162259	0.0517685	0.00759737	0.0146174	0.00150817	0.000775242	0.0118893	0.0112699	0.0085964	0.00704121	0.0013113	0.00630778	0.0157759	0.00122026	0.0408163	0.0160756	0.0390336	0.00455188	0.00433959	0.000944273	0.0112038	0.006511	0.00769394	0.0226241	0.0570137	0.0246254	0.00507034	0.00515795	0.00190141	0.028729	0.0317858	0.0120186	0.0416389	0.00190448	0.0387795	0.000768885	0.0622625	0.01917	0.00650258	0.020588	0.00271989	0.000595816	0.00423458	0.00915855	0.0353725	0.00843305	0.0358764	0.00455434	0.00526592	0.00743523	0.00257632	0.0135101	0.00520349	0.0115122	0.0966381	0.595504	0.404496	0.5955043	0.4848965
7020	-258.5179	-348.7458	90.22794	0.00188878	0.00933342	0.0222102	0.0088433	0.00930925	0.00854444	0.00365168	0.00826624	0.0271559	0.0157819	0.0347674	0.0213605	0.0768068	0.00104296	0.00843301	0.0222535	0.000685981	0.000317124	0.0187178	0.0243931	0.0202579	0.0404968	0.0667934	0.00342304	0.0638203	0.00749126	0.0341234	0.00238286	0.0135178	0.00567632	0.0600383	0.045285	0.010763	0.0379911	0.00561066	0.100134	0.0316951	0.0140692	0.022338	0.0104637	0.0116268	0.0731517	0.0735282	0.0228558	0.0472471	0.0132493	0.00510105	0.0153	0.00368062	0.0348562	0.00881354	0.0158203	0.0220073	0.0222678	0.0574991	0.0106356	0.0146259	0.0253827	0.0868878	0.0211971	0.00772688	0.3608378	1.639162	0.444439	0.673344	0.88392	1.13132	1.48512	2.25003	0.5863669	4.542657	0.00124788	0.00616639	0.0146738	0.00584258	0.00615042	0.00564513	0.00241259	0.00546133	0.0179413	0.0104268	0.0229701	0.0141124	0.0507446	0.00068906	0.00557151	0.0147024	0.000453213	0.000209517	0.0123665	0.016116	0.013384	0.0267553	0.0441289	0.00226153	0.0421647	0.00494931	0.0225446	0.00157431	0.00893092	0.00375022	0.039666	0.0299188	0.00711087	0.0250999	0.00370684	0.0661566	0.0209403	0.00929521	0.0147582	0.00691312	0.00768158	0.0483297	0.0485785	0.0151004	0.0312151	0.00875353	0.00337015	0.0101084	0.00243171	0.0230288	0.00582291	0.0104521	0.0145398	0.0147118	0.0379884	0.00702671	0.009663	0.0167698	0.0574049	0.0140045	0.00510499	0.354483	0.645517	0.354483	1.513595
7056	-263.7303	-354.6816	90.95125	0.000440418	0.00160059	0.0124546	0.00615005	0.00412249	0.016945	0.0125768	0.0213576	0.00848899	0.0039119	0.00681522	0.00291872	0.00778511	0.00704712	0.0019988	0.000864705	0.0120311	6.18925e-05	0.000478176	0.00294566	0.00437987	0.0148731	0.0265119	0.00164313	0.0056832	0.00171558	0.00652081	0.00974586	0.00704362	0.00921277	0.000907001	0.016805	0.033415	0.0215208	0.0130702	0.0193014	0.0061963	0.0113844	0.00337396	0.00323132	0.00262873	0.0416724	0.0213421	0.00228398	0.00862879	0.0094467	0.00281802	0.0148532	0.000317886	0.0131475	0.00921194	0.00973468	0.0230775	0.00858635	0.0349338	0.00164064	0.00412172	0.00189128	0.03661	0.0187991	0.00603869	0.4662933	1.533707	0.192861	0.448138	0.778479	1.28456	2.23145	5.18508	1.190016	3.289146	0.000711137	0.00258445	0.0201103	0.0099304	0.00665653	0.0273608	0.0203076	0.0344858	0.0137071	0.00631649	0.0110045	0.00471282	0.0125705	0.0113789	0.00322744	0.00139623	0.0194265	9.9937e-05	0.000772104	0.00475632	0.00707212	0.0240154	0.0428083	0.00265314	0.00917658	0.00277012	0.0105291	0.0157365	0.0113732	0.0148757	0.00146452	0.0271349	0.0539548	0.0347494	0.0211042	0.0311657	0.0100051	0.0183822	0.00544789	0.00521756	0.00424457	0.0672879	0.0344607	0.00368792	0.0139328	0.0152535	0.00455021	0.0239832	0.000513287	0.0212291	0.0148744	0.0157185	0.037263	0.0138643	0.0564071	0.00264912	0.00665529	0.00305383	0.0591136	0.0303547	0.00975059	0.52347	0.47653	0.5234698	0.6193152
7092	-258.2285	-348.0206	89.79208	0.0004956	0.000504961	0.000781564	0.00120666	0.00583466	0.000112626	0.00593785	0.0053767	0.00209119	0.00522779	0.00137038	0.00392853	0.00421905	0.00061706	0.00224169	0.00171627	0.00650865	0.00223464	0.000896786	3.01154e-05	0.000396914	0.00295481	0.00236348	0.000278932	0.000856558	0.00116936	0.000922556	0.00218701	0.0023962	0.00312962	0.0034533	0.00332396	0.012866	0.00187783	0.00179449	0.00409347	0.000143788	0.00185792	0.00189095	0.000998001	0.000522188	0.00976266	0.00575167	0.00284884	0.00286182	0.00181332	0.00225755	0.000443798	0.00291746	0.00175574	0.00262588	0.00370361	0.00142931	0.000406364	0.0142162	0.00142956	0.00505868	0.000377098	0.0155539	0.00711169	0.000536848	0.4232152	1.576785	0.0783514	0.288818	0.678773	1.47325	3.46239	12.763	1.841332	3.725728	0.00269829	0.00274925	0.00425521	0.00656964	0.0317667	0.000613191	0.0323285	0.0292734	0.0113855	0.0284626	0.00746102	0.0213888	0.0229706	0.00335957	0.0122048	0.00934422	0.0354363	0.0121665	0.00488254	0.000163963	0.00216099	0.0160874	0.012868	0.00151864	0.00466352	0.00636657	0.00502284	0.0119072	0.0130461	0.0170392	0.0188014	0.0180972	0.0700485	0.0102238	0.00977009	0.0222868	0.000782852	0.0101154	0.0102952	0.0054336	0.00284304	0.0531526	0.0313149	0.0155105	0.0155811	0.0098726	0.0122912	0.00241625	0.0158841	0.00955908	0.0142966	0.0201643	0.00778185	0.00221244	0.0773999	0.00778324	0.0275419	0.00205311	0.084683	0.0387195	0.00292286	0.628448	0.371552	0.6284482	0.1836721
7128	-259.5131	-350.1965	90.68345	0.00567727	0.00398869	0.00591239	0.00571474	0.00763425	0.0153207	0.000312261	0.00685094	0.0101947	0.0160009	0.0112198	0.0148738	0.0015936	0.00191353	0.0102677	0.0188898	0.0195521	0.00476071	0.0138619	0.00201327	0.003453	0.00936022	0.0130141	0.00447981	0.00534402	0.00681591	0.00851872	0.0104999	0.0073485	0.00983558	0.0041044	0.0241062	0.0267536	0.0239312	0.0224541	0.00350438	0.000630703	0.00192414	0.0025282	0.0063586	0.00323037	0.026486	0.0106	0.00250258	0.0295316	0.0113061	0.00367759	0.000328757	0.00667137	0.0264878	0.0107864	0.0170221	0.00783211	0.0304043	0.0328815	0.000912684	0.00886569	0.00156295	0.0327783	0.0201194	0.00647458	0.4487804	1.55122	0.149453	0.395735	0.748855	1.33537	2.52694	6.69105	1.374388	3.456523	0.00857619	0.00602539	0.00893137	0.00863279	0.0115324	0.0231437	0.000471708	0.0103492	0.0154002	0.0241712	0.0169488	0.0224686	0.00240733	0.00289062	0.0155105	0.0285353	0.0295358	0.00719162	0.0209401	0.00304129	0.00521617	0.0141397	0.0196593	0.00676729	0.00807278	0.0102962	0.0128685	0.0158613	0.0111008	0.0148578	0.00620018	0.0364153	0.0404145	0.0361509	0.0339196	0.00529378	0.000952752	0.00290664	0.00381914	0.00960543	0.00487986	0.0400102	0.0160125	0.00378044	0.044611	0.0170792	0.00555544	0.000496626	0.0100779	0.0400129	0.0162942	0.0257139	0.0118313	0.0459293	0.0496714	0.00137872	0.0133927	0.00236101	0.0495156	0.0303928	0.00978061	0.552176	0.447824	0.5521757	0.6619804
7164	-252.4567	-343.234	90.77733	0.00851953	0.000783522	0.0210895	0.0334713	0.0238699	0.0184689	0.00131158	0.0177644	0.125713	0.0199914	0.0108616	0.0580277	0.0123659	0.00668689	0.000572943	0.0256974	0.0394305	0.00294339	0.0127321	0.00228386	0.00497611	0.0113928	0.0151698	0.0225948	0.0221767	0.00756399	0.0299455	0.0091884	0.00194573	0.004397	0.00970025	0.0505702	0.0316068	0.00996339	0.0149869	0.0309376	0.00961044	0.00467627	0.0068716	0.00650762	0.0255189	0.0318632	0.057108	0.00254443	0.0272916	0.0156752	0.00648234	0.0192447	0.000916806	0.0442931	0.000587198	0.0164635	0.034811	0.0596522	0.0915956	0.00130033	0.0194927	0.00307557	0.124604	0.03411	0.0071168	0.4799455	1.520055	0.377729	0.621999	0.862315	1.15967	1.60772	2.6474	0.7039644	3.16714	0.00621358	0.000571449	0.0153813	0.0244117	0.0174091	0.01347	0.000956577	0.0129562	0.091687	0.0145804	0.00792173	0.0423215	0.00901885	0.00487697	0.000417867	0.018742	0.028758	0.00214671	0.00928594	0.00166569	0.00362925	0.00830916	0.0110638	0.0164792	0.0161742	0.00551667	0.0218402	0.00670141	0.00141909	0.00320688	0.00707471	0.0368826	0.0230519	0.00726663	0.0109304	0.0225638	0.00700921	0.00341056	0.00501169	0.00474622	0.0186118	0.0232389	0.0416508	0.00185574	0.0199046	0.0114325	0.00472779	0.0140358	0.000668658	0.0323044	0.000428263	0.0120074	0.0253888	0.0435064	0.0668037	0.000948377	0.0142167	0.00224312	0.0908781	0.0248776	0.00519052	0.490902	0.509098	0.4909024	1.371115
7200	-270.156	-361.056	90.89994	0.000708112	0.000299122	0.00302029	0.0369318	0.0138348	0.0039796	0.0266872	0.0115906	0.0400899	0.020872	0.0135234	0.00628972	0.0144709	0.0100413	0.00458991	0.0205606	0.0103503	0.00171839	0.0179266	0.00180855	0.0225157	0.0283675	0.0167551	0.00690841	0.00435363	0.00339518	0.00772868	0.000933893	0.00281874	0.00521342	0.0209284	0.0249492	0.033869	0.0017767	0.0148415	0.0350792	0.00424431	0.00321031	0.0274016	0.00359731	0.00876028	0.106862	0.0175643	0.02347	0.013209	0.0045281	0.0138666	0.012512	0.0209684	0.0108048	0.00231964	0.0325139	0.0158136	0.0199851	0.00126766	0.00138672	0.0064276	0.0254555	0.0158494	0.0538451	8.14754e-05	0.4853652	1.514635	0.221726	0.479682	0.795176	1.25758	2.08471	4.51006	1.089166	3.120609	0.000756795	0.000319687	0.00322794	0.0394709	0.014786	0.0042532	0.0285219	0.0123875	0.0428461	0.022307	0.0144531	0.00672214	0.0154658	0.0107317	0.00490547	0.0219742	0.0110619	0.00183653	0.0191591	0.00193289	0.0240637	0.0303177	0.017907	0.00738336	0.00465294	0.0036286	0.00826003	0.000998098	0.00301253	0.00557184	0.0223673	0.0266645	0.0361975	0.00189884	0.0158619	0.0374909	0.00453611	0.00343102	0.0292855	0.00384463	0.00936255	0.114209	0.0187719	0.0250835	0.0141171	0.00483941	0.0148199	0.0133722	0.02241	0.0115476	0.00247912	0.0347493	0.0169007	0.0213591	0.00135482	0.00148206	0.0068695	0.0272056	0.0169391	0.057547	8.70769e-05	0.713809	0.286191	0.7138095	0.9356723
7236	-275.7822	-362.8905	87.10835	0.000622328	0.000224007	0.00185287	0.00315508	0.00343473	0.00615142	0.0018409	0.00581398	0.00812594	0.0103738	0.00610534	0.00332792	0.00248946	0.00135975	0.00126202	0.0116084	0.00340773	0.000165538	0.000666239	0.00880602	0.00105544	0.000355396	0.00513266	0.00216078	0.00142873	0.00361255	0.00760513	0.000645445	0.00143308	0.000397863	0.00175536	0.00304424	0.0110188	0.00542465	0.00722673	0.000441187	0.000844862	0.00157356	0.0135051	0.00283873	0.00929919	0.018837	0.00438703	0.00729668	0.00787717	0.00110098	0.00556856	0.0055626	0.0106965	0.00554572	0.0034997	0.00320724	0.0211776	0.00365968	0.00309115	0.00430614	0.0026363	0.0040574	0.00210694	0.0120701	0.00296051	0.07974356	1.920256	0.0767927	0.286001	0.676701	1.47776	3.49649	13.0221	1.855861	24.08039	0.00213684	0.000769153	0.00636204	0.0108333	0.0117935	0.0211216	0.00632096	0.019963	0.0279014	0.0356198	0.0209634	0.0114268	0.00854786	0.00466888	0.00433328	0.0398588	0.0117009	0.000568393	0.00228761	0.0302365	0.00362397	0.0012203	0.0176236	0.00741928	0.00490572	0.0124041	0.0261131	0.00221621	0.00492065	0.00136611	0.00602724	0.0104527	0.0378343	0.0186262	0.0248138	0.00151487	0.00290093	0.00540301	0.0463713	0.00974712	0.0319299	0.064679	0.0150634	0.025054	0.0270472	0.00378033	0.0191203	0.0190998	0.0367278	0.0190419	0.0120166	0.0110124	0.0727157	0.0125659	0.0106138	0.0147856	0.00905205	0.0139316	0.00723443	0.0414442	0.0101653	0.608654	0.391346	0.6086539	0.291238
7272	-273.6775	-363.6517	89.97427	0.00591775	0.00124924	0.000893833	0.00168284	0.0240297	0.0052159	0.0173936	0.00138139	0.0118857	0.0132659	0.00263555	0.00201381	0.0124897	0.0148464	0.014652	0.0126253	0.00891915	0.00168466	0.00790054	0.000513183	0.00210508	0.00319051	0.00317339	0.00876517	0.0017929	0.0119575	0.000709248	0.00696188	0.00317469	0.000949912	0.00242464	0.0181836	0.0263232	0.00328034	0.00250179	0.000745525	0.00160131	0.0177943	0.0331956	0.00435139	0.00698221	0.0511198	0.00836281	0.00241216	0.0416374	0.0235647	0.00753101	0.0102748	0.0184401	0.0113475	0.00316392	0.00548473	0.0325627	0.00865917	0.00935474	0.00453707	0.00760321	0.00939563	0.00994201	0.0183407	0.00278174	0.2999153	1.700085	0.138797	0.381713	0.740474	1.35049	2.61977	7.20474	1.427873	5.66855	0.00973512	0.00205509	0.00147042	0.0027684	0.0395306	0.00858053	0.0286137	0.00227249	0.0195528	0.0218233	0.00433567	0.00331287	0.0205464	0.0244234	0.0241036	0.0207696	0.0146726	0.00277138	0.0129969	0.000844223	0.00346301	0.00524862	0.00522045	0.0144193	0.00294945	0.019671	0.00116676	0.0114528	0.00522259	0.00156267	0.0039887	0.0299134	0.0433036	0.00539639	0.00411563	0.00122644	0.00263427	0.0292729	0.0546091	0.00715835	0.0114862	0.0840957	0.0137574	0.00396817	0.0684965	0.0387656	0.012389	0.0169029	0.0303353	0.0186675	0.00520487	0.00902278	0.0535679	0.014245	0.0153892	0.0074638	0.0125078	0.0154565	0.0163553	0.0301718	0.00457615	0.532498	0.467502	0.5324985	0.6078764
7308	-266.903	-357.3953	90.49228	0.0228334	0.00364247	0.00746354	0.00420779	0.0144385	0.00843368	0.00479517	0.0115208	0.0168955	0.00739696	0.0125169	0.001692	0.0151507	0.00300055	0.0066731	0.00302258	0.00366535	0.00391404	0.0175561	0.0017572	0.0172192	0.0215174	0.00111608	0.0071906	0.00214979	0.00389922	0.00117754	0.00880717	0.00781534	0.00403212	0.0355858	0.0144414	0.00681007	0.0085833	0.00301345	0.0385921	0.00350352	0.0019123	0.00178462	0.00558536	0.00737967	0.0103184	0.0403851	0.0145707	0.00873826	0.0218452	0.00747699	0.0145456	0.0141306	0.0077054	0.000870907	0.00247637	0.0168518	0.00159939	0.00427232	0.00972257	0.0613127	0.0209064	0.00280772	0.0166072	0.0689936	0.4084405	1.591559	0.149239	0.395458	0.748691	1.33566	2.52871	6.70066	1.375426	3.896674	0.0317647	0.00506722	0.0103829	0.00585367	0.0200861	0.0117325	0.0066708	0.0160272	0.0235042	0.0102903	0.0174129	0.00235382	0.021077	0.00417421	0.00928328	0.00420487	0.00509906	0.00544502	0.0244232	0.00244452	0.0239545	0.0299339	0.00155264	0.0100032	0.00299068	0.0054244	0.00163813	0.0122521	0.0108723	0.00560929	0.0495052	0.0200901	0.00947383	0.0119407	0.00419216	0.0536874	0.00487393	0.00266029	0.00248268	0.00777007	0.0102662	0.0143545	0.0561817	0.02027	0.0121562	0.0303899	0.0104016	0.0202352	0.0196577	0.0107194	0.00121156	0.003445	0.0234433	0.002225	0.00594344	0.0135256	0.0852952	0.029084	0.00390596	0.0231032	0.0959804	0.426802	0.573198	0.4268021	0.7188297
7344	-269.0388	-359.8899	90.85114	0.0205702	0.00172894	0.00478175	0.00451306	0.0107009	0.0360739	0.00915719	0.0195668	0.0241871	0.019461	0.019123	0.0417785	0.0216835	0.0280317	0.0046564	0.000706686	0.0145697	0.0241941	0.0237057	0.00935172	0.00747669	0.0899425	0.00226078	0.00560556	0.0125312	0.00747884	0.0182348	0.00868965	0.00289712	0.000756253	0.0178807	0.0359266	0.000417915	0.00271029	0.0103204	0.0596533	0.00415597	0.0150748	0.00927823	0.00885084	0.0192949	0.0639655	0.0808647	0.049317	0.0137483	0.0346251	0.00640277	0.00027284	0.0642461	0.00145581	0.0134267	0.0130064	0.0475868	0.00563114	0.00199444	0.0248058	0.115689	0.0160359	0.00390886	0.0543408	0.138765	0.6451284	1.354872	0.229239	0.48754	0.799218	1.25122	2.05111	4.36227	1.065075	2.100158	0.0144042	0.00121069	0.0033484	0.00316026	0.00749325	0.0252606	0.00641229	0.0137016	0.016937	0.0136275	0.0133908	0.0292553	0.0151838	0.0196291	0.00326063	0.000494854	0.0102024	0.0169418	0.0165998	0.00654851	0.00523553	0.0629819	0.0015831	0.00392527	0.00877493	0.00523703	0.0127688	0.0060849	0.0020287	0.000529564	0.0125209	0.0251575	0.000292644	0.00189787	0.00722682	0.041772	0.00291021	0.0105561	0.00649705	0.00619777	0.0135112	0.0447917	0.0566252	0.0345341	0.00962721	0.0242461	0.00448352	0.000191056	0.0449881	0.00101943	0.00940203	0.00910771	0.0333225	0.00394319	0.0013966	0.0173702	0.0810107	0.0112291	0.00273716	0.038052	0.0971699	0.313222	0.686778	0.3132216	1.428068
7380	-260.0256	-351.2846	91.25902	0.0311119	0.0402065	0.017854	0.00818574	0.0231226	0.00224869	0.0354236	0.0212202	0.0487816	0.0263992	0.00575082	0.0131685	0.079593	0.0187049	0.0225202	0.017588	0.0333789	0.00304149	0.0526163	0.00457653	0.0103973	0.0272272	0.0184532	0.0214936	0.058253	0.0262711	0.0118049	0.00340807	0.00595399	0.000322254	0.0490943	0.036862	0.0164558	0.0306903	0.0260918	0.0254658	0.0108091	0.00960454	0.0193575	0.0117319	0.00111936	0.0427404	0.0494484	0.045907	0.0268481	0.0408384	0.00903404	0.000363956	0.0358993	0.0236672	0.0306677	0.0140518	0.0118957	0.0221078	0.0110963	0.0299224	0.115583	0.0344326	0.015366	0.0601377	0.129652	0.7741747	1.225825	0.409114	0.646689	0.872852	1.14567	1.54634	2.44431	0.6462515	1.583396	0.018563	0.0239893	0.0106526	0.00488404	0.0137961	0.00134168	0.0211355	0.012661	0.0291056	0.0157511	0.00343124	0.00785703	0.0474893	0.0111603	0.0134367	0.0104939	0.0199156	0.00181471	0.0313936	0.00273059	0.00620355	0.0162452	0.0110101	0.0128242	0.0347567	0.0156747	0.00704343	0.00203343	0.00355246	0.000192274	0.0292922	0.0219938	0.00981837	0.0183114	0.0155677	0.0151942	0.00644926	0.00573056	0.0115497	0.00699983	0.000667869	0.0255011	0.0295035	0.0273905	0.016019	0.0243663	0.00539017	0.000217155	0.0214194	0.0141211	0.0182979	0.00838401	0.0070976	0.0131907	0.00662064	0.0178533	0.068963	0.0205443	0.00916814	0.0358812	0.0773572	0.3059	0.6941	0.3058997	1.67602
7416	-264.1446	-354.4411	90.29642	0.014849	0.019652	0.0181813	0.0216831	0.00149021	0.00911384	0.0279711	0.0313901	0.057716	0.0141199	0.00603254	0.0118612	0.0160884	0.0121939	0.0447664	0.00896023	0.00594342	0.000885642	0.0541188	0.0320375	0.000350071	0.0111474	0.020188	0.015283	0.00668832	0.013374	0.0239534	0.0227722	0.00452256	0.00967896	0.0443612	0.0303514	0.0214219	0.0128705	0.0154913	0.00833732	0.00287184	0.00126731	0.0413678	0.00516054	0.0147732	0.00516122	0.00626324	0.0479476	0.0126014	0.0291468	0.00280529	0.00362407	0.0621911	0.00428208	0.00139795	0.00501136	0.00725685	0.0365323	0.00498575	0.0183042	0.0138	0.00759084	0.00165031	0.0551455	0.135449	0.3165527	1.683447	0.381526	0.625041	0.863629	1.1579	1.5999	2.62105	0.6967322	5.318064	0.012411	0.0164255	0.0151962	0.0181231	0.00124555	0.0076175	0.0233787	0.0262364	0.04824	0.0118016	0.0050421	0.00991376	0.013447	0.0101919	0.0374165	0.00748911	0.00496761	0.000740235	0.0452334	0.0267775	0.000292596	0.00931718	0.0168735	0.0127738	0.00559021	0.0111782	0.0200207	0.0190334	0.00378003	0.00808984	0.0370778	0.0253682	0.0179048	0.0107574	0.0129479	0.00696847	0.00240033	0.00105924	0.0345759	0.00431326	0.0123477	0.00431383	0.00523492	0.0400754	0.0105325	0.0243614	0.00234471	0.00302906	0.0519804	0.00357904	0.00116843	0.00418858	0.00606539	0.0305343	0.00416717	0.0152989	0.0115343	0.00634456	0.00137936	0.0460916	0.113211	0.476353	0.523647	0.476353	1.196434
